Preconditioner	Smoother	Overlap	num_cells	mesh_width	k	Iterations
GMG	Schwarz(algebraic)	1	4	4	1	14
GMG	Schwarz(algebraic)	1	4	4	2	14
GMG	Schwarz(algebraic)	1	4	4	4	14
GMG	Schwarz(algebraic)	1	4	4	8	14
GMG	Schwarz(algebraic)	1	4	4	16	14
GMG	Schwarz(algebraic)	1	8	8	1	19
GMG	Schwarz(algebraic)	1	8	8	2	19
GMG	Schwarz(algebraic)	1	8	8	4	19
GMG	Schwarz(algebraic)	1	8	8	8	19
GMG	Schwarz(algebraic)	1	8	8	16	19
GMG	Schwarz(algebraic)	1	16	16	1	21
GMG	Schwarz(algebraic)	1	16	16	2	21
GMG	Schwarz(algebraic)	1	16	16	4	21
GMG	Schwarz(algebraic)	1	16	16	8	21
GMG	Schwarz(algebraic)	1	16	16	16	21
GMG	Schwarz(algebraic)	1	32	32	1	24
GMG	Schwarz(algebraic)	1	32	32	2	24
GMG	Schwarz(algebraic)	1	32	32	4	24
GMG	Schwarz(algebraic)	1	32	32	8	24
GMG	Schwarz(algebraic)	1	32	32	16	24
GMG	Schwarz(algebraic)	1	64	64	1	25
GMG	Schwarz(algebraic)	1	64	64	2	25
GMG	Schwarz(algebraic)	1	64	64	4	25
GMG	Schwarz(algebraic)	1	64	64	8	25
GMG	Schwarz(algebraic)	1	64	64	16	25
GMG	Schwarz(algebraic)	1	128	128	1	25
GMG	Schwarz(algebraic)	1	128	128	2	25
GMG	Schwarz(algebraic)	1	128	128	4	25
GMG	Schwarz(algebraic)	1	128	128	8	25
GMG	Schwarz(algebraic)	1	128	128	16	25
GMG	Schwarz(algebraic)	1	256	256	1	25
GMG	Schwarz(algebraic)	1	256	256	2	25
GMG	Schwarz(algebraic)	1	256	256	4	25
GMG	Schwarz(algebraic)	1	256	256	8	25
GMG	Schwarz(algebraic)	1	256	256	16	25
GMG	Schwarz(algebraic)	1	512	512	1	25
GMG	Schwarz(algebraic)	1	512	512	2	25
GMG	Schwarz(algebraic)	1	512	512	4	25
GMG	Schwarz(algebraic)	1	512	512	8	25
GMG	Schwarz(algebraic)	1	512	512	16	25
GMG	Schwarz(algebraic)	2	2	2	1	2
GMG	Schwarz(algebraic)	2	2	2	2	2
GMG	Schwarz(algebraic)	2	2	2	4	2
GMG	Schwarz(algebraic)	2	2	2	8	2
GMG	Schwarz(algebraic)	2	2	2	16	2
GMG	Schwarz(algebraic)	2	4	4	1	10
GMG	Schwarz(algebraic)	2	4	4	2	10
GMG	Schwarz(algebraic)	2	4	4	4	10
GMG	Schwarz(algebraic)	2	4	4	8	10
GMG	Schwarz(algebraic)	2	4	4	16	10
GMG	Schwarz(algebraic)	2	8	8	1	18
GMG	Schwarz(algebraic)	2	8	8	2	18
GMG	Schwarz(algebraic)	2	8	8	4	18
GMG	Schwarz(algebraic)	2	8	8	8	18
GMG	Schwarz(algebraic)	2	8	8	16	18
GMG	Schwarz(algebraic)	2	16	16	1	20
GMG	Schwarz(algebraic)	2	16	16	2	20
GMG	Schwarz(algebraic)	2	16	16	4	20
GMG	Schwarz(algebraic)	2	16	16	8	20
GMG	Schwarz(algebraic)	2	16	16	16	20
GMG	Schwarz(algebraic)	2	32	32	1	24
GMG	Schwarz(algebraic)	2	32	32	2	24
GMG	Schwarz(algebraic)	2	32	32	4	24
GMG	Schwarz(algebraic)	2	32	32	8	24
GMG	Schwarz(algebraic)	2	32	32	16	24
GMG	Schwarz(algebraic)	2	64	64	1	28
GMG	Schwarz(algebraic)	2	64	64	2	28
GMG	Schwarz(algebraic)	2	64	64	4	28
GMG	Schwarz(algebraic)	2	64	64	8	28
GMG	Schwarz(algebraic)	2	64	64	16	28
GMG	Schwarz(algebraic)	2	128	128	1	30
GMG	Schwarz(algebraic)	2	128	128	2	30
GMG	Schwarz(algebraic)	2	128	128	4	30
GMG	Schwarz(algebraic)	2	128	128	8	30
GMG	Schwarz(algebraic)	2	128	128	16	30
GMG	Schwarz(algebraic)	2	256	256	1	30
GMG	Schwarz(algebraic)	2	256	256	2	30
GMG	Schwarz(algebraic)	2	256	256	4	30
GMG	Schwarz(algebraic)	2	256	256	8	30
GMG	Schwarz(algebraic)	2	256	256	16	30
GMG	Schwarz(algebraic)	2	512	512	1	31
GMG	Schwarz(algebraic)	2	512	512	2	31
GMG	Schwarz(algebraic)	2	512	512	4	31
GMG	Schwarz(algebraic)	2	512	512	8	31
GMG	Schwarz(algebraic)	2	512	512	16	31
GMG	Schwarz(geometric)	0	2	2	1	5
GMG	Schwarz(geometric)	0	2	2	2	6
GMG	Schwarz(geometric)	0	2	2	4	6
GMG	Schwarz(geometric)	0	2	2	8	6
GMG	Schwarz(geometric)	0	2	2	16	6
GMG	Schwarz(geometric)	0	4	4	1	10
GMG	Schwarz(geometric)	0	4	4	2	10
GMG	Schwarz(geometric)	0	4	4	4	10
GMG	Schwarz(geometric)	0	4	4	8	10
GMG	Schwarz(geometric)	0	4	4	16	10
GMG	Schwarz(geometric)	0	8	8	1	12
GMG	Schwarz(geometric)	0	8	8	2	12
GMG	Schwarz(geometric)	0	8	8	4	12
GMG	Schwarz(geometric)	0	8	8	8	12
GMG	Schwarz(geometric)	0	8	8	16	12
GMG	Schwarz(geometric)	0	16	16	1	18
GMG	Schwarz(geometric)	0	16	16	2	18
GMG	Schwarz(geometric)	0	16	16	4	18
GMG	Schwarz(geometric)	0	16	16	8	18
GMG	Schwarz(geometric)	0	16	16	16	18
GMG	Schwarz(geometric)	0	32	32	1	22
GMG	Schwarz(geometric)	0	32	32	2	22
GMG	Schwarz(geometric)	0	32	32	4	22
GMG	Schwarz(geometric)	0	32	32	8	22
GMG	Schwarz(geometric)	0	32	32	16	22
GMG	Schwarz(geometric)	0	64	64	1	22
GMG	Schwarz(geometric)	0	64	64	2	22
GMG	Schwarz(geometric)	0	64	64	4	22
GMG	Schwarz(geometric)	0	64	64	8	22
GMG	Schwarz(geometric)	0	64	64	16	22
GMG	Schwarz(geometric)	0	128	128	1	22
GMG	Schwarz(geometric)	0	128	128	2	22
GMG	Schwarz(geometric)	0	128	128	4	22
GMG	Schwarz(geometric)	0	128	128	8	22
GMG	Schwarz(geometric)	0	128	128	16	22
GMG	Schwarz(geometric)	0	256	256	1	22
GMG	Schwarz(geometric)	0	256	256	2	22
GMG	Schwarz(geometric)	0	256	256	4	22
GMG	Schwarz(geometric)	0	256	256	8	22
GMG	Schwarz(geometric)	0	256	256	16	22
GMG	Schwarz(geometric)	0	512	512	1	22
GMG	Schwarz(geometric)	0	512	512	2	22
GMG	Schwarz(geometric)	0	512	512	4	22
GMG	Schwarz(geometric)	0	512	512	8	22
GMG	Schwarz(geometric)	0	512	512	16	22
GMG	Schwarz(geometric)	1	2	2	1	2
GMG	Schwarz(geometric)	1	2	2	2	2
GMG	Schwarz(geometric)	1	2	2	4	2
GMG	Schwarz(geometric)	1	2	2	8	2
GMG	Schwarz(geometric)	1	2	2	16	2
GMG	Schwarz(geometric)	1	4	4	1	7
GMG	Schwarz(geometric)	1	4	4	2	7
GMG	Schwarz(geometric)	1	4	4	4	7
GMG	Schwarz(geometric)	1	4	4	8	7
GMG	Schwarz(geometric)	1	4	4	16	7
GMG	Schwarz(geometric)	1	8	8	1	13
GMG	Schwarz(geometric)	1	8	8	2	13
GMG	Schwarz(geometric)	1	8	8	4	13
GMG	Schwarz(geometric)	1	8	8	8	13
GMG	Schwarz(geometric)	1	8	8	16	13
GMG	Schwarz(geometric)	1	16	16	1	15
GMG	Schwarz(geometric)	1	16	16	2	15
GMG	Schwarz(geometric)	1	16	16	4	15
GMG	Schwarz(geometric)	1	16	16	8	15
GMG	Schwarz(geometric)	1	16	16	16	15
GMG	Schwarz(geometric)	1	32	32	1	19
GMG	Schwarz(geometric)	1	32	32	2	19
GMG	Schwarz(geometric)	1	32	32	4	19
GMG	Schwarz(geometric)	1	32	32	8	19
GMG	Schwarz(geometric)	1	32	32	16	19
GMG	Schwarz(geometric)	1	64	64	1	25
GMG	Schwarz(geometric)	1	64	64	2	25
GMG	Schwarz(geometric)	1	64	64	4	25
GMG	Schwarz(geometric)	1	64	64	8	25
GMG	Schwarz(geometric)	1	64	64	16	25
GMG	Schwarz(geometric)	1	128	128	1	27
GMG	Schwarz(geometric)	1	128	128	2	27
GMG	Schwarz(geometric)	1	128	128	4	27
GMG	Schwarz(geometric)	1	128	128	8	27
GMG	Schwarz(geometric)	1	128	128	16	27
GMG	Schwarz(geometric)	1	256	256	1	28
GMG	Schwarz(geometric)	1	256	256	2	28
GMG	Schwarz(geometric)	1	256	256	4	28
GMG	Schwarz(geometric)	1	256	256	8	28
GMG	Schwarz(geometric)	1	256	256	16	28
GMG	Schwarz(geometric)	1	512	512	1	28
GMG	Schwarz(geometric)	1	512	512	2	28
GMG	Schwarz(geometric)	1	512	512	4	28
GMG	Schwarz(geometric)	1	512	512	8	28
GMG	Schwarz(geometric)	1	512	512	16	28
GMG	Schwarz(geometric)	2	2	2	1	2
GMG	Schwarz(geometric)	2	2	2	2	2
GMG	Schwarz(geometric)	2	2	2	4	2
GMG	Schwarz(geometric)	2	2	2	8	2
GMG	Schwarz(geometric)	2	2	2	16	2
GMG	Schwarz(geometric)	2	4	4	1	5
GMG	Schwarz(geometric)	2	4	4	2	5
GMG	Schwarz(geometric)	2	4	4	4	5
GMG	Schwarz(geometric)	2	4	4	8	5
GMG	Schwarz(geometric)	2	4	4	16	5
GMG	Schwarz(geometric)	2	8	8	1	12
GMG	Schwarz(geometric)	2	8	8	2	12
GMG	Schwarz(geometric)	2	8	8	4	12
GMG	Schwarz(geometric)	2	8	8	8	12
GMG	Schwarz(geometric)	2	8	8	16	12
GMG	Schwarz(geometric)	2	16	16	1	14
GMG	Schwarz(geometric)	2	16	16	2	14
GMG	Schwarz(geometric)	2	16	16	4	14
GMG	Schwarz(geometric)	2	16	16	8	14
GMG	Schwarz(geometric)	2	16	16	16	14
GMG	Schwarz(geometric)	2	32	32	1	18
GMG	Schwarz(geometric)	2	32	32	2	18
GMG	Schwarz(geometric)	2	32	32	4	18
GMG	Schwarz(geometric)	2	32	32	8	18
GMG	Schwarz(geometric)	2	32	32	16	18
GMG	Schwarz(geometric)	2	64	64	1	23
GMG	Schwarz(geometric)	2	64	64	2	23
GMG	Schwarz(geometric)	2	64	64	4	23
GMG	Schwarz(geometric)	2	64	64	8	23
GMG	Schwarz(geometric)	2	64	64	16	23
GMG	Schwarz(geometric)	2	128	128	1	32
GMG	Schwarz(geometric)	2	128	128	2	32
GMG	Schwarz(geometric)	2	128	128	4	32
GMG	Schwarz(geometric)	2	128	128	8	32
GMG	Schwarz(geometric)	2	128	128	16	32
GMG	Schwarz(geometric)	2	256	256	1	32
GMG	Schwarz(geometric)	2	256	256	2	32
GMG	Schwarz(geometric)	2	256	256	4	32
GMG	Schwarz(geometric)	2	256	256	8	32
GMG	Schwarz(geometric)	2	256	256	16	32
GMG	Schwarz(geometric)	2	512	512	1	33
GMG	Schwarz(geometric)	2	512	512	2	33
GMG	Schwarz(geometric)	2	512	512	4	33
GMG	Schwarz(geometric)	2	512	512	8	33
GMG	Schwarz(geometric)	2	512	512	16	33
Schwarz(algebraic)	-	0	2	2	1	5
Schwarz(algebraic)	-	0	2	2	2	5
Schwarz(algebraic)	-	0	2	2	4	5
Schwarz(algebraic)	-	0	2	2	8	5
Schwarz(algebraic)	-	0	2	2	16	5
Schwarz(algebraic)	-	0	4	4	1	12
Schwarz(algebraic)	-	0	4	4	2	12
Schwarz(algebraic)	-	0	4	4	4	12
Schwarz(algebraic)	-	0	4	4	8	12
Schwarz(algebraic)	-	0	4	4	16	12
Schwarz(algebraic)	-	0	8	8	1	19
Schwarz(algebraic)	-	0	8	8	2	19
Schwarz(algebraic)	-	0	8	8	4	19
Schwarz(algebraic)	-	0	8	8	8	19
Schwarz(algebraic)	-	0	8	8	16	19
Schwarz(algebraic)	-	0	16	16	1	35
Schwarz(algebraic)	-	0	16	16	2	35
Schwarz(algebraic)	-	0	16	16	4	35
Schwarz(algebraic)	-	0	16	16	8	35
Schwarz(algebraic)	-	0	16	16	16	35
Schwarz(algebraic)	-	0	32	32	1	67
Schwarz(algebraic)	-	0	32	32	2	67
Schwarz(algebraic)	-	0	32	32	4	67
Schwarz(algebraic)	-	0	32	32	8	67
Schwarz(algebraic)	-	0	32	32	16	68
Schwarz(algebraic)	-	0	64	64	1	130
Schwarz(algebraic)	-	0	64	64	2	130
Schwarz(algebraic)	-	0	64	64	4	131
Schwarz(algebraic)	-	0	64	64	8	130
Schwarz(algebraic)	-	0	64	64	16	132
Schwarz(algebraic)	-	0	128	128	1	259
Schwarz(algebraic)	-	0	128	128	2	258
Schwarz(algebraic)	-	0	128	128	4	259
Schwarz(algebraic)	-	0	128	128	8	264
Schwarz(algebraic)	-	0	128	128	16	355
Schwarz(algebraic)	-	0	256	256	1	530
Schwarz(algebraic)	-	0	256	256	2	517
Schwarz(algebraic)	-	0	256	256	4	600
Schwarz(algebraic)	-	0	256	256	8	712
Schwarz(algebraic)	-	0	256	256	16	787
Schwarz(algebraic)	-	0	512	512	1	1120
Schwarz(algebraic)	-	0	512	512	2	1331
Schwarz(algebraic)	-	0	512	512	4	1309
Schwarz(algebraic)	-	0	512	512	8	1332
Schwarz(algebraic)	-	0	512	512	16	1580
Schwarz(algebraic)	-	1	2	2	1	2
Schwarz(algebraic)	-	1	2	2	2	2
Schwarz(algebraic)	-	1	2	2	4	2
Schwarz(algebraic)	-	1	2	2	8	2
Schwarz(algebraic)	-	1	2	2	16	2
Schwarz(algebraic)	-	1	4	4	1	13
Schwarz(algebraic)	-	1	4	4	2	13
Schwarz(algebraic)	-	1	4	4	4	13
Schwarz(algebraic)	-	1	4	4	8	13
Schwarz(algebraic)	-	1	4	4	16	13
Schwarz(algebraic)	-	1	8	8	1	20
Schwarz(algebraic)	-	1	8	8	2	20
Schwarz(algebraic)	-	1	8	8	4	20
Schwarz(algebraic)	-	1	8	8	8	20
Schwarz(algebraic)	-	1	8	8	16	20
Schwarz(algebraic)	-	1	16	16	1	28
Schwarz(algebraic)	-	1	16	16	2	28
Schwarz(algebraic)	-	1	16	16	4	28
Schwarz(algebraic)	-	1	16	16	8	28
Schwarz(algebraic)	-	1	16	16	16	28
Schwarz(algebraic)	-	1	32	32	1	43
Schwarz(algebraic)	-	1	32	32	2	43
Schwarz(algebraic)	-	1	32	32	4	43
Schwarz(algebraic)	-	1	32	32	8	43
Schwarz(algebraic)	-	1	32	32	16	43
Schwarz(algebraic)	-	1	64	64	1	70
Schwarz(algebraic)	-	1	64	64	2	70
Schwarz(algebraic)	-	1	64	64	4	70
Schwarz(algebraic)	-	1	64	64	8	70
Schwarz(algebraic)	-	1	64	64	16	70
Schwarz(algebraic)	-	1	128	128	1	128
Schwarz(algebraic)	-	1	128	128	2	128
Schwarz(algebraic)	-	1	128	128	4	128
Schwarz(algebraic)	-	1	128	128	8	128
Schwarz(algebraic)	-	1	128	128	16	139
Schwarz(algebraic)	-	1	256	256	1	244
Schwarz(algebraic)	-	1	256	256	2	244
Schwarz(algebraic)	-	1	256	256	4	247
Schwarz(algebraic)	-	1	256	256	8	297
Schwarz(algebraic)	-	1	256	256	16	335
Schwarz(algebraic)	-	1	512	512	1	481
Schwarz(algebraic)	-	1	512	512	2	508
Schwarz(algebraic)	-	1	512	512	4	496
Schwarz(algebraic)	-	1	512	512	8	601
Schwarz(algebraic)	-	1	512	512	16	700
Schwarz(algebraic)	-	2	2	2	1	1
Schwarz(algebraic)	-	2	2	2	2	1
Schwarz(algebraic)	-	2	2	2	4	1
Schwarz(algebraic)	-	2	2	2	8	1
Schwarz(algebraic)	-	2	2	2	16	1
Schwarz(algebraic)	-	2	4	4	1	8
Schwarz(algebraic)	-	2	4	4	2	8
Schwarz(algebraic)	-	2	4	4	4	8
Schwarz(algebraic)	-	2	4	4	8	8
Schwarz(algebraic)	-	2	4	4	16	8
Schwarz(algebraic)	-	2	8	8	1	18
Schwarz(algebraic)	-	2	8	8	2	18
Schwarz(algebraic)	-	2	8	8	4	18
Schwarz(algebraic)	-	2	8	8	8	18
Schwarz(algebraic)	-	2	8	8	16	18
Schwarz(algebraic)	-	2	16	16	1	22
Schwarz(algebraic)	-	2	16	16	2	22
Schwarz(algebraic)	-	2	16	16	4	22
Schwarz(algebraic)	-	2	16	16	8	22
Schwarz(algebraic)	-	2	16	16	16	22
Schwarz(algebraic)	-	2	32	32	1	32
Schwarz(algebraic)	-	2	32	32	2	32
Schwarz(algebraic)	-	2	32	32	4	32
Schwarz(algebraic)	-	2	32	32	8	32
Schwarz(algebraic)	-	2	32	32	16	32
Schwarz(algebraic)	-	2	64	64	1	50
Schwarz(algebraic)	-	2	64	64	2	50
Schwarz(algebraic)	-	2	64	64	4	50
Schwarz(algebraic)	-	2	64	64	8	50
Schwarz(algebraic)	-	2	64	64	16	50
Schwarz(algebraic)	-	2	128	128	1	88
Schwarz(algebraic)	-	2	128	128	2	88
Schwarz(algebraic)	-	2	128	128	4	88
Schwarz(algebraic)	-	2	128	128	8	88
Schwarz(algebraic)	-	2	128	128	16	93
Schwarz(algebraic)	-	2	256	256	1	164
Schwarz(algebraic)	-	2	256	256	2	164
Schwarz(algebraic)	-	2	256	256	4	164
Schwarz(algebraic)	-	2	256	256	8	195
Schwarz(algebraic)	-	2	256	256	16	213
Schwarz(algebraic)	-	2	512	512	1	316
Schwarz(algebraic)	-	2	512	512	2	326
Schwarz(algebraic)	-	2	512	512	4	326
Schwarz(algebraic)	-	2	512	512	8	385
Schwarz(algebraic)	-	2	512	512	16	425
Schwarz(geometric)	-	0	2	2	1	3
Schwarz(geometric)	-	0	2	2	2	3
Schwarz(geometric)	-	0	2	2	4	3
Schwarz(geometric)	-	0	2	2	8	3
Schwarz(geometric)	-	0	2	2	16	3
Schwarz(geometric)	-	0	4	4	1	8
Schwarz(geometric)	-	0	4	4	2	8
Schwarz(geometric)	-	0	4	4	4	8
Schwarz(geometric)	-	0	4	4	8	8
Schwarz(geometric)	-	0	4	4	16	8
Schwarz(geometric)	-	0	8	8	1	12
Schwarz(geometric)	-	0	8	8	2	12
Schwarz(geometric)	-	0	8	8	4	12
Schwarz(geometric)	-	0	8	8	8	12
Schwarz(geometric)	-	0	8	8	16	12
Schwarz(geometric)	-	0	16	16	1	19
Schwarz(geometric)	-	0	16	16	2	19
Schwarz(geometric)	-	0	16	16	4	19
Schwarz(geometric)	-	0	16	16	8	19
Schwarz(geometric)	-	0	16	16	16	19
Schwarz(geometric)	-	0	32	32	1	30
Schwarz(geometric)	-	0	32	32	2	30
Schwarz(geometric)	-	0	32	32	4	30
Schwarz(geometric)	-	0	32	32	8	30
Schwarz(geometric)	-	0	32	32	16	30
Schwarz(geometric)	-	0	64	64	1	50
Schwarz(geometric)	-	0	64	64	2	50
Schwarz(geometric)	-	0	64	64	4	50
Schwarz(geometric)	-	0	64	64	8	50
Schwarz(geometric)	-	0	64	64	16	83
Schwarz(geometric)	-	0	128	128	1	161
Schwarz(geometric)	-	0	128	128	2	90
Schwarz(geometric)	-	0	128	128	4	90
Schwarz(geometric)	-	0	128	128	8	161
Schwarz(geometric)	-	0	128	128	16	163
Schwarz(geometric)	-	0	256	256	1	319
Schwarz(geometric)	-	0	256	256	2	318
Schwarz(geometric)	-	0	256	256	4	319
Schwarz(geometric)	-	0	256	256	8	395
Schwarz(geometric)	-	0	256	256	16	322
Schwarz(geometric)	-	0	512	512	1	634
Schwarz(geometric)	-	0	512	512	2	634
Schwarz(geometric)	-	0	512	512	4	635
Schwarz(geometric)	-	0	512	512	8	789
Schwarz(geometric)	-	0	512	512	16	943
Schwarz(geometric)	-	1	2	2	1	1
Schwarz(geometric)	-	1	2	2	2	1
Schwarz(geometric)	-	1	2	2	4	1
Schwarz(geometric)	-	1	2	2	8	1
Schwarz(geometric)	-	1	2	2	16	1
Schwarz(geometric)	-	1	4	4	1	5
Schwarz(geometric)	-	1	4	4	2	5
Schwarz(geometric)	-	1	4	4	4	5
Schwarz(geometric)	-	1	4	4	8	5
Schwarz(geometric)	-	1	4	4	16	5
Schwarz(geometric)	-	1	8	8	1	12
Schwarz(geometric)	-	1	8	8	2	12
Schwarz(geometric)	-	1	8	8	4	12
Schwarz(geometric)	-	1	8	8	8	12
Schwarz(geometric)	-	1	8	8	16	12
Schwarz(geometric)	-	1	16	16	1	16
Schwarz(geometric)	-	1	16	16	2	16
Schwarz(geometric)	-	1	16	16	4	16
Schwarz(geometric)	-	1	16	16	8	16
Schwarz(geometric)	-	1	16	16	16	16
Schwarz(geometric)	-	1	32	32	1	21
Schwarz(geometric)	-	1	32	32	2	21
Schwarz(geometric)	-	1	32	32	4	21
Schwarz(geometric)	-	1	32	32	8	21
Schwarz(geometric)	-	1	32	32	16	21
Schwarz(geometric)	-	1	64	64	1	33
Schwarz(geometric)	-	1	64	64	2	33
Schwarz(geometric)	-	1	64	64	4	33
Schwarz(geometric)	-	1	64	64	8	33
Schwarz(geometric)	-	1	64	64	16	51
Schwarz(geometric)	-	1	128	128	1	94
Schwarz(geometric)	-	1	128	128	2	93
Schwarz(geometric)	-	1	128	128	4	57
Schwarz(geometric)	-	1	128	128	8	95
Schwarz(geometric)	-	1	128	128	16	96
Schwarz(geometric)	-	1	256	256	1	186
Schwarz(geometric)	-	1	256	256	2	185
Schwarz(geometric)	-	1	256	256	4	186
Schwarz(geometric)	-	1	256	256	8	230
Schwarz(geometric)	-	1	256	256	16	188
Schwarz(geometric)	-	1	512	512	1	369
Schwarz(geometric)	-	1	512	512	2	368
Schwarz(geometric)	-	1	512	512	4	370
Schwarz(geometric)	-	1	512	512	8	457
Schwarz(geometric)	-	1	512	512	16	545
Schwarz(geometric)	-	2	2	2	1	1
Schwarz(geometric)	-	2	2	2	2	1
Schwarz(geometric)	-	2	2	2	4	1
Schwarz(geometric)	-	2	2	2	8	1
Schwarz(geometric)	-	2	2	2	16	1
Schwarz(geometric)	-	2	4	4	1	3
Schwarz(geometric)	-	2	4	4	2	3
Schwarz(geometric)	-	2	4	4	4	3
Schwarz(geometric)	-	2	4	4	8	3
Schwarz(geometric)	-	2	4	4	16	3
Schwarz(geometric)	-	2	8	8	1	10
Schwarz(geometric)	-	2	8	8	2	10
Schwarz(geometric)	-	2	8	8	4	10
Schwarz(geometric)	-	2	8	8	8	10
Schwarz(geometric)	-	2	8	8	16	10
Schwarz(geometric)	-	2	16	16	1	15
Schwarz(geometric)	-	2	16	16	2	15
Schwarz(geometric)	-	2	16	16	4	15
Schwarz(geometric)	-	2	16	16	8	15
Schwarz(geometric)	-	2	16	16	16	15
Schwarz(geometric)	-	2	32	32	1	19
Schwarz(geometric)	-	2	32	32	2	19
Schwarz(geometric)	-	2	32	32	4	19
Schwarz(geometric)	-	2	32	32	8	19
Schwarz(geometric)	-	2	32	32	16	22
Schwarz(geometric)	-	2	64	64	1	27
Schwarz(geometric)	-	2	64	64	2	27
Schwarz(geometric)	-	2	64	64	4	27
Schwarz(geometric)	-	2	64	64	8	27
Schwarz(geometric)	-	2	64	64	16	39
Schwarz(geometric)	-	2	128	128	1	68
Schwarz(geometric)	-	2	128	128	2	43
Schwarz(geometric)	-	2	128	128	4	43
Schwarz(geometric)	-	2	128	128	8	69
Schwarz(geometric)	-	2	128	128	16	70
Schwarz(geometric)	-	2	256	256	1	133
Schwarz(geometric)	-	2	256	256	2	132
Schwarz(geometric)	-	2	256	256	4	133
Schwarz(geometric)	-	2	256	256	8	163
Schwarz(geometric)	-	2	256	256	16	135
Schwarz(geometric)	-	2	512	512	1	262
Schwarz(geometric)	-	2	512	512	2	262
Schwarz(geometric)	-	2	512	512	4	263
Schwarz(geometric)	-	2	512	512	8	325
Schwarz(geometric)	-	2	512	512	16	386
